,date,home_team,away_team,home_shots,away_shots,odds_h,odds_d,odds_a,league,season,prob_h,prob_d,prob_a,home_adj_shots,home_adj_shots_conc,away_adj_shots,away_adj_shots_conc
1098,2022-05-01,Everton,Chelsea,9.0,17.0,5.21,3.88,1.82,premier_league,2122,0.1921074252011774,0.2579586817778697,0.5499338930209529,11.946801278164351,13.0,21.809865124410926,9.4
1099,2022-05-01,Tottenham,Leicester,13.0,6.0,1.49,5.0,7.5,premier_league,2122,0.6681514476614699,0.19910913140311803,0.13273942093541202,13.142633762021774,10.0,10.185158172411871,12.4
1100,2022-05-01,West Ham,Arsenal,8.0,13.0,4.75,4.1,1.84,premier_league,2122,0.2109678682289773,0.2444139936799128,0.5446181380911099,9.151044659408864,16.0,19.17225046423261,9.6
1101,2022-05-02,Man United,Brentford,9.0,12.0,1.82,4.1,4.75,premier_league,2122,0.5473273003203868,0.24295992355685467,0.20971277612275874,11.919072358624183,14.2,18.55293674394476,12.8
1102,2022-05-07,Brentford,Southampton,18.0,19.0,2.28,3.62,3.55,premier_league,2122,0.4401238415540471,0.2772050714760297,0.2826710869699232,17.86203347133594,12.2,10.467570277813003,17.0
1103,2022-05-07,Burnley,Aston Villa,14.0,12.0,3.1,3.51,2.55,premier_league,2122,0.3226975285273917,0.2850035152236223,0.39229895624898603,12.28705289222719,14.4,13.047581296503036,9.2
1104,2022-05-07,Chelsea,Wolves,19.0,14.0,1.39,5.3,11.25,premier_league,2122,0.7215945878893131,0.1892483919181406,0.08915702019254623,22.31235502815276,7.8,9.735965618282652,14.6
1105,2022-05-07,Crystal Palace,Watford,15.0,6.0,1.74,4.05,5.5,premier_league,2122,0.5727398950941067,0.24606602900339403,0.18119407590249922,11.938704680454595,10.8,12.196731701076299,16.8
1106,2022-05-07,Brighton,Man United,17.0,15.0,2.86,3.58,2.67,premier_league,2122,0.3484267467630935,0.27835209378280645,0.3732211594541001,12.31786928240698,14.2,11.090818643542736,15.2
1107,2022-05-07,Liverpool,Tottenham,22.0,8.0,1.5,5.2,7.3,premier_league,2122,0.6693704813965791,0.1930876388643978,0.1375418797390231,19.501443786918212,6.2,12.933011836645694,10.0
1108,2022-05-08,Arsenal,Leeds,19.0,3.0,1.5,5.03,7.31,premier_league,2122,0.6651549495018931,0.19835634676994826,0.13648870372815866,18.178109272325237,10.0,12.868642184691936,14.4
1109,2022-05-08,Leicester,Everton,16.0,10.0,2.72,3.44,3.05,premier_league,2122,0.3727864472300389,0.29476137687956566,0.3324521758903954,9.769946764399254,12.8,11.85692834927001,14.2
1110,2022-05-08,Norwich,West Ham,8.0,13.0,4.7,3.96,1.86,premier_league,2122,0.2121453012131476,0.25178861507621053,0.5360660837106417,10.898483616237751,20.6,9.614413257869481,15.2
1111,2022-05-08,Man City,Newcastle,21.0,7.0,1.2,8.0,21.0,premier_league,2122,0.8284023668639053,0.1242603550295858,0.047337278106508875,17.54546145965866,4.6,10.304907103381172,10.4
1112,2022-05-10,Aston Villa,Liverpool,9.0,17.0,8.0,5.0,1.56,premier_league,2122,0.12939615129396154,0.20703384207033845,0.6635700066357001,13.135147246282457,10.0,21.294112869146193,6.8
1113,2022-05-11,Leeds,Chelsea,5.0,17.0,5.34,4.4,1.7,premier_league,2122,0.1867478903480302,0.2266440305587457,0.5866080790932242,10.868676955411255,15.4,19.17612829981818,9.8
1114,2022-05-11,Leicester,Norwich,20.0,9.0,1.49,5.2,8.0,premier_league,2122,0.6789841352745316,0.1945550695305869,0.12646079519488151,9.929356687446944,12.6,10.660001048134044,17.0
1115,2022-05-11,Watford,Everton,6.0,16.0,4.5,3.89,1.93,premier_league,2122,0.22279562106612616,0.2577327235983464,0.5194716553355274,11.854158381007206,15.8,11.138966194273092,14.8
1116,2022-05-11,Wolves,Man City,7.0,16.0,14.04,6.4,1.29,premier_league,2122,0.0710354867686081,0.15583409909863402,0.773130414132758,12.335232978671112,15.4,18.91976288653143,5.4
1117,2022-05-12,Tottenham,Arsenal,16.0,8.0,2.2,3.79,3.62,premier_league,2122,0.45699458393567344,0.26527390096529857,0.27773151509902805,12.218167360080813,12.8,17.34727682754844,9.0
1118,2022-05-15,Tottenham,Burnley,21.0,8.0,1.38,5.6,9.71,premier_league,2122,0.7201756732773715,0.17747186234335224,0.10235246437927627,13.186129731797982,12.6,13.357899691442578,13.4
1119,2022-05-15,Aston Villa,Crystal Palace,13.0,16.0,2.15,3.72,3.75,premier_league,2122,0.46483730694257014,0.2686559704103564,0.26650672264707354,12.517508423852629,11.2,12.572212725477224,9.6
1120,2022-05-15,Leeds,Brighton,19.0,16.0,2.8,3.7,2.75,premier_league,2122,0.36036833717017885,0.2727111740747299,0.3669204887550912,8.999983263626579,16.0,12.23639281707845,13.2
1121,2022-05-15,Watford,Leicester,13.0,13.0,3.86,3.84,2.1,premier_league,2122,0.2601928214659078,0.2615479924110427,0.47825918612304946,11.293262732601622,17.0,10.683154256482089,11.2
1122,2022-05-15,West Ham,Man City,6.0,31.0,8.5,5.55,1.42,premier_league,2122,0.1174060721627983,0.17981110151059201,0.7027828263266096,9.70637664742975,14.2,18.40468151205026,5.6
1123,2022-05-15,Wolves,Norwich,17.0,11.0,1.5,4.8,8.0,premier_league,2122,0.6666666666666666,0.20833333333333334,0.125,12.522163322465008,15.6,10.148516417041497,17.4
1124,2022-05-15,Everton,Brentford,10.0,18.0,2.18,3.65,3.75,premier_league,2122,0.45901172051845274,0.2741494659534868,0.26683881352806055,12.823891349406944,13.6,13.815100913522906,11.8
1125,2022-05-16,Newcastle,Arsenal,16.0,11.0,4.33,3.98,1.95,premier_league,2122,0.23210189635114645,0.25251286713579496,0.5153852365130586,12.38640581399952,13.6,14.560897780860191,10.4
1126,2022-05-17,Southampton,Liverpool,4.0,24.0,9.0,5.8,1.42,premier_league,2122,0.11248907342657341,0.17455201048951047,0.712958916083916,13.830417607608842,15.8,22.568287833456807,6.4
1127,2022-05-19,Everton,Crystal Palace,12.0,7.0,2.01,3.66,4.5,premier_league,2122,0.5010404117840325,0.2751615376190997,0.2237980505968678,12.71110926524053,15.0,14.39342693940415,9.8
1128,2022-05-19,Aston Villa,Burnley,22.0,10.0,2.12,3.7,3.9,premier_league,2122,0.4724641477309933,0.27070918734856914,0.2568266649204375,13.462558976629907,12.2,13.579288882036536,13.4
1129,2022-05-19,Chelsea,Leicester,20.0,2.0,1.42,5.4,9.25,premier_league,2122,0.7059771317117295,0.18564583833901033,0.1083770299492601,18.992095041008973,8.0,10.485754889754364,11.2
1130,2022-05-22,Arsenal,Everton,26.0,6.0,1.4,5.5,9.6,premier_league,2122,0.7140925074384636,0.1817690018934271,0.10413849066810928,12.343210918715581,11.4,11.931664398350957,12.8
1131,2022-05-22,Brentford,Leeds,14.0,14.0,2.48,3.92,2.88,premier_league,2122,0.40100022732439194,0.2536940213684929,0.34530575130711527,15.128141304775458,12.8,10.72781499076007,17.6
1132,2022-05-22,Brighton,West Ham,18.0,7.0,2.5,3.7,3.0,premier_league,2122,0.39856373429084385,0.2692998204667863,0.33213644524236985,11.479288094599193,16.0,11.028805792716375,17.4
1133,2022-05-22,Burnley,Newcastle,12.0,8.0,2.34,3.62,3.37,premier_league,2122,0.42720969323434654,0.2761521221459588,0.2966381846196946,13.377079904771591,15.6,13.602699347116575,14.2
1134,2022-05-22,Chelsea,Watford,19.0,8.0,1.22,8.7,20.0,premier_league,2122,0.8324801209488359,0.11673859167328506,0.05078128737787899,18.612179724171078,7.2,10.628455426328502,16.4
1135,2022-05-22,Crystal Palace,Man United,6.0,10.0,3.23,3.81,2.35,premier_league,2122,0.31034339330960165,0.2630995171627331,0.42655708952766525,12.870997945430332,9.6,11.173884623871597,15.6
1136,2022-05-22,Leicester,Southampton,12.0,7.0,1.95,4.25,4.0,premier_league,2122,0.5137891953154515,0.23573857196826595,0.2504722327162826,10.37257316650663,13.0,12.29607641284172,16.0
1137,2022-05-22,Liverpool,Wolves,29.0,7.0,1.19,8.8,23.0,premier_league,2122,0.842483828805954,0.11392679048625969,0.04358938070778631,24.143198086638243,6.8,13.66724056446246,15.4
1138,2022-05-22,Man City,Aston Villa,24.0,4.0,1.2,9.1,24.0,premier_league,2122,0.8461180846118086,0.11157601115760112,0.04230590423059042,21.06956311722457,6.4,15.146080303192491,13.2
1139,2022-05-22,Norwich,Tottenham,9.0,19.0,13.0,7.0,1.29,premier_league,2122,0.07731164383561645,0.14357876712328768,0.7791095890410958,8.809110644074892,16.8,16.276880811026523,11.8
1200,2022-09-16,Aston Villa,Southampton,11.0,7.0,2.18,3.72,3.62,premier_league,2223,0.45699005008891125,0.26780599709511466,0.2752039528159742,6.500363477224911,14.8,12.313313081770119,9.4
1201,2022-09-16,Nott'm Forest,Fulham,11.0,15.0,2.92,3.54,2.68,premier_league,2223,0.34312250448469417,0.28302760256929577,0.37384989294601007,13.483960580692546,16.2,13.003645248784139,14.4
1202,2022-09-17,Wolves,Man City,6.0,16.0,10.0,5.9,1.37,premier_league,2223,0.10005818055779063,0.16959013653862817,0.7303516829035812,9.591746241432467,11.6,12.450166175442716,5.6
1203,2022-09-17,Newcastle,Bournemouth,20.0,10.0,1.5,4.7,7.77,premier_league,2223,0.6612885701868754,0.21104954367666237,0.12766188613646243,18.092996294918947,17.2,5.799346923571679,16.0
1204,2022-09-17,Tottenham,Leicester,16.0,19.0,1.54,5.0,7.1,premier_league,2223,0.6557801012302804,0.2019802711789264,0.14223962759079323,16.605636241885826,15.2,12.594615871562738,13.4
1205,2022-09-18,Brentford,Arsenal,5.0,13.0,4.5,4.05,1.86,premier_league,2223,0.22072784810126586,0.24525316455696208,0.5340189873417722,12.583466670698678,15.4,21.489036455967533,7.4
1206,2022-09-18,Everton,West Ham,7.0,14.0,3.05,3.45,2.58,premier_league,2223,0.3261335531739489,0.28832096729870843,0.3855454795273426,13.409738149714977,16.4,8.794158849483566,10.8
1207,2022-10-01,Arsenal,Tottenham,22.0,7.0,2.15,3.85,3.65,premier_league,2223,0.4656615027752464,0.2600447353160467,0.2742937619087068,18.995675367027516,7.2,15.988826799737943,15.8
1208,2022-10-01,Bournemouth,Brentford,7.0,13.0,3.5,3.56,2.28,premier_league,2223,0.28423352756611386,0.27944307485432546,0.4363233975795608,6.371457526790513,16.2,11.183386025733109,15.0
1209,2022-10-01,Crystal Palace,Chelsea,7.0,13.0,4.6,3.7,1.95,premier_league,2223,0.2172865532299353,0.2701400391507303,0.5125734076193346,10.78062902835469,17.4,8.550788751714677,10.8
1210,2022-10-01,Fulham,Newcastle,3.0,19.0,3.15,3.68,2.42,premier_league,2223,0.31669310043171195,0.27108240933692734,0.41222449023136065,12.894639586450928,15.2,17.319792949922302,16.6
1211,2022-10-01,Liverpool,Brighton,15.0,6.0,1.41,5.5,8.9,premier_league,2223,0.7068183787218066,0.18120252981777227,0.11197909146042105,19.227138363981123,8.6,15.167858787051921,8.6
1212,2022-10-01,Southampton,Everton,22.0,12.0,2.28,3.52,3.55,premier_league,2223,0.43668488516753096,0.2828527097107871,0.28046240512168186,10.959007662303566,9.0,11.842521670581213,16.8
1213,2022-10-01,West Ham,Wolves,18.0,15.0,2.02,3.65,4.31,premier_league,2223,0.4945348577679837,0.2736877842989937,0.23177735793302254,9.492923943000969,9.6,10.010040565012213,13.0
1214,2022-10-02,Man City,Man United,22.0,12.0,1.4,6.0,9.4,premier_league,2223,0.7234479220112878,0.16880451513596714,0.10774756285274499,13.969791813307252,6.2,13.1281287873146,14.6
1215,2022-10-02,Leeds,Aston Villa,9.0,19.0,2.48,3.66,3.12,premier_league,2223,0.40445426725603545,0.2740564433866032,0.32148928935736143,12.80743729840952,12.4,8.236651523403317,13.2
1216,2022-10-03,Leicester,Nott'm Forest,17.0,10.0,1.8,4.2,4.51,premier_league,2223,0.5471403812824956,0.23448873483535526,0.21837088388214906,13.60457781739953,12.8,12.307203894238546,15.4
1217,2022-10-08,Bournemouth,Leicester,10.0,9.0,3.65,3.85,2.16,premier_league,2223,0.27488637302702257,0.2606065614412032,0.46450706553177423,6.158860129744253,16.0,13.566681104874764,13.0
1218,2022-10-08,Chelsea,Wolves,20.0,8.0,1.44,5.0,9.2,premier_league,2223,0.6922706477245365,0.19937394654466653,0.10835540573079702,8.879191384337942,10.2,12.10735137021383,14.4
1219,2022-10-08,Man City,Southampton,21.0,5.0,1.14,11.0,27.0,premier_league,2223,0.8727080394922425,0.09044428772919604,0.036847672778561345,14.87056708839314,6.2,11.958608062565952,10.2
1220,2022-10-08,Newcastle,Brentford,16.0,6.0,1.88,4.08,4.6,premier_league,2223,0.5349081125450317,0.24647726754525967,0.2186146199097086,17.106108428366202,13.0,11.065727925653334,12.8
1221,2022-10-08,Brighton,Tottenham,14.0,8.0,2.83,3.66,2.68,premier_league,2223,0.3534575330618717,0.27330186299592807,0.37324060394220027,13.808943088503582,10.8,15.464957712575735,16.2
1222,2022-10-09,Crystal Palace,Leeds,13.0,10.0,2.17,3.85,3.77,premier_league,2223,0.4674572220844512,0.26347588881123607,0.26906688910431276,9.928690709307412,15.2,11.59514026336943,13.4
1223,2022-10-09,West Ham,Fulham,17.0,8.0,1.84,4.05,4.82,premier_league,2223,0.5446434051861235,0.24744292976357218,0.2079136650503044,10.945481327046618,10.4,10.66960970526469,16.4
1224,2022-10-09,Arsenal,Liverpool,11.0,8.0,2.69,3.96,2.7,premier_league,2223,0.3737494494431511,0.25388535833385767,0.37236519222299125,18.58992969044151,7.4,19.656810179291345,8.4
1225,2022-10-09,Everton,Man United,11.0,12.0,3.71,3.8,2.15,premier_league,2223,0.27013175949346163,0.2637339020317744,0.46613433847476404,13.00906549710329,18.4,16.33606074819204,16.4
1226,2022-10-10,Nott'm Forest,Aston Villa,6.0,12.0,3.48,3.65,2.25,premier_league,2223,0.2857068308719929,0.2723999373793247,0.44189323174868234,11.985560336651224,15.0,10.615414408686812,11.6
1227,2022-10-14,Brentford,Brighton,7.0,21.0,3.33,3.52,2.38,premier_league,2223,0.2989373621746608,0.2828015386481877,0.4182610991771515,8.961340869092536,13.2,13.12249091085792,9.8
1228,2022-10-15,Leicester,Crystal Palace,14.0,8.0,2.44,3.68,3.21,premier_league,2223,0.41268288592948676,0.27362669610542056,0.3136904179650927,10.642610751526812,13.6,10.207724780148036,14.6
1229,2022-10-15,Fulham,Bournemouth,19.0,10.0,1.96,3.9,4.3,premier_league,2223,0.5106266366238353,0.25662261738018394,0.23275074599598072,8.840723173147195,15.4,6.435985804394278,14.0
1230,2022-10-15,Wolves,Nott'm Forest,9.0,10.0,1.78,3.9,5.5,premier_league,2223,0.5617830391283851,0.25640354093551937,0.18181341993609554,12.517562339843108,14.2,10.361400768283715,13.8
1231,2022-10-15,Tottenham,Everton,21.0,4.0,1.52,4.75,7.26,premier_league,2223,0.6538655522732185,0.20923697672742989,0.13689747099935154,15.112620464359988,15.6,12.176837660391076,17.0
1232,2022-10-16,Aston Villa,Chelsea,18.0,8.0,4.78,3.84,1.87,premier_league,2223,0.20829248200124148,0.2592807458244621,0.5324267721742963,11.180950434439834,11.4,10.499253788679477,9.4
1233,2022-10-16,Leeds,Arsenal,16.0,9.0,6.3,4.6,1.6,premier_league,2223,0.15855234812580785,0.21714778112882382,0.6242998707453684,11.114100250396223,13.2,16.314331779480387,6.8
1234,2022-10-16,Man United,Newcastle,15.0,9.0,2.04,4.0,3.84,premier_league,2223,0.48989589712186155,0.2498469075321494,0.26025719534598896,14.862637233682827,15.2,14.77482670504682,12.2
1235,2022-10-16,Southampton,West Ham,10.0,25.0,3.08,3.6,2.5,premier_league,2223,0.3238808118612351,0.27709802792572336,0.3990211602130416,11.549687851719682,12.2,11.811037948017894,10.2
1236,2022-10-16,Liverpool,Man City,13.0,16.0,4.1,4.33,1.95,premier_league,2223,0.2469473407133352,0.23383004547913955,0.5192226138075253,18.815870511071388,8.2,17.079621080132263,6.8
1237,2022-10-18,Brighton,Nott'm Forest,19.0,3.0,1.45,5.2,9.0,premier_league,2223,0.6944650541623386,0.193648909333729,0.11188603650393232,15.103406698205351,9.2,8.394177448125612,12.2
1238,2022-10-18,Crystal Palace,Wolves,14.0,10.0,2.34,3.38,3.61,premier_league,2223,0.4272578295702841,0.2957938820101967,0.2769482884195193,10.942535704517782,13.8,11.265448256111569,15.2
1239,2022-10-19,Bournemouth,Southampton,15.0,9.0,2.8,3.42,2.78,premier_league,2223,0.35386860009825966,0.28971698253658684,0.3564144173651536,7.470166764943163,14.4,11.968123962489052,15.2
1240,2022-10-19,Brentford,Chelsea,8.0,14.0,5.44,4.28,1.8,premier_league,2223,0.18891984148781732,0.24012241534900147,0.5709577431631813,8.928900950669606,14.8,11.127887962725175,9.6
1241,2022-10-19,Liverpool,West Ham,22.0,8.0,1.48,5.25,8.2,premier_league,2223,0.6838109155600737,0.19276955333883983,0.12341953110108649,20.291689290260756,10.4,15.076581437933362,9.6
1242,2022-10-19,Newcastle,Everton,16.0,1.0,1.69,4.3,6.0,premier_league,2223,0.5971254657810078,0.23468419469067514,0.16819033952831716,14.615102033267869,10.6,11.540459455262873,18.4
1243,2022-10-19,Man United,Tottenham,28.0,9.0,2.56,3.75,2.99,premier_league,2223,0.3938785045087453,0.26888772574463676,0.337233769746618,15.337720818945396,13.6,15.074437337724422,13.6
1244,2022-10-20,Fulham,Aston Villa,18.0,12.0,3.0,3.58,2.59,premier_league,2223,0.3337460676260339,0.27967547566427425,0.3865784567096918,9.932495900419921,16.0,14.193946066827635,8.6
1245,2022-10-20,Leicester,Leeds,5.0,14.0,2.4,3.7,3.12,premier_league,2223,0.413585554600172,0.26827171109200343,0.3181427343078246,11.442200320830956,13.4,14.251082312833677,12.4
1246,2022-10-22,Nott'm Forest,Liverpool,10.0,15.0,12.0,6.73,1.3,premier_league,2223,0.08323740117401934,0.1484173572196482,0.7683452416063324,8.03426706158884,14.4,21.22950958417773,11.0
1247,2022-10-22,Everton,Crystal Palace,9.0,9.0,2.69,3.25,3.05,premier_league,2223,0.3690500567769318,0.30545989314767585,0.32549005007539233,7.818862029955056,17.0,11.04350178889663,14.0
1248,2022-10-22,Man City,Brighton,10.0,8.0,1.23,7.25,17.0,premier_league,2223,0.8051477192925152,0.13659747513514395,0.058254805572340806,20.24496607708044,7.8,17.285327177261337,7.8
1249,2022-10-22,Chelsea,Man United,6.0,13.0,2.2,3.68,3.7,premier_league,2223,0.45611684309259015,0.272678547501005,0.27120460940640495,11.360191518002216,9.4,17.92258458141597,13.4
1250,2022-10-23,Aston Villa,Brentford,19.0,12.0,2.23,3.61,3.6,premier_league,2223,0.44699270489745246,0.27612014734662577,0.27688714775592194,15.536013492603203,9.6,8.193351715330806,14.2
1251,2022-10-23,Leeds,Fulham,14.0,11.0,2.12,3.75,3.77,premier_league,2223,0.4699982380260572,0.26570567056406436,0.26429609140987836,14.878696876071904,12.0,13.20805999999288,13.8
1252,2022-10-23,Southampton,Arsenal,10.0,12.0,6.3,4.5,1.6,premier_league,2223,0.15779092702169625,0.22090729783037474,0.6213017751479291,10.922121932044899,16.8,13.60163746273066,9.2
1253,2022-10-23,Wolves,Leicester,21.0,5.0,2.38,3.5,3.46,premier_league,2223,0.4223220388633923,0.28717898642710676,0.2904989747095011,12.018175098145068,15.6,10.56093518935804,11.6
1254,2022-10-23,Tottenham,Newcastle,17.0,13.0,2.18,3.76,3.72,premier_league,2223,0.46172128766472126,0.2677001082736948,0.27057860406158396,12.405577217408567,17.4,12.97394719415519,7.0
1255,2022-10-24,West Ham,Bournemouth,20.0,5.0,1.59,4.49,6.6,premier_league,2223,0.6269477078136801,0.22201488984938783,0.15103740233693203,15.700872130405873,12.4,8.592664111257628,14.0
1256,2022-10-29,Leicester,Man City,10.0,15.0,10.5,6.5,1.33,premier_league,2223,0.09514637904468413,0.1536979969183359,0.75115562403698,8.220694556278156,12.6,20.494418475212417,8.8
1257,2022-10-29,Bournemouth,Tottenham,6.0,23.0,5.46,4.01,1.75,premier_league,2223,0.18242862082142922,0.24839408221571163,0.5691772969628591,8.234724818271536,14.0,15.244787133139317,16.2
1258,2022-10-29,Brentford,Wolves,12.0,14.0,2.28,3.55,3.45,premier_league,2223,0.434193033767615,0.2788620047859612,0.28694496144642384,10.22493785928474,15.4,14.047874560273778,13.4
1259,2022-10-29,Brighton,Chelsea,19.0,15.0,3.17,3.44,2.52,premier_league,2223,0.314519991292359,0.2898338291851099,0.395646179522531,14.914445136573821,8.6,10.827045802489138,10.8
1260,2022-10-29,Crystal Palace,Southampton,12.0,14.0,2.0,3.65,4.22,premier_league,2223,0.49458947436020934,0.2710079311562791,0.23440259448351156,9.086543514426008,11.2,11.950418473398505,17.0
1261,2022-10-29,Newcastle,Aston Villa,20.0,3.0,1.88,3.82,4.6,premier_league,2223,0.5260825828702816,0.2589097528262119,0.21500766430350643,12.00917445651877,8.4,15.992944291073371,10.6
1262,2022-10-29,Fulham,Everton,24.0,9.0,2.42,3.62,3.2,premier_league,2223,0.4124122413523021,0.2757010011250196,0.3118867575226784,13.228546843738986,14.4,7.788326867761933,16.0
1263,2022-10-29,Liverpool,Leeds,22.0,14.0,1.34,6.4,10.0,premier_league,2223,0.744393784311901,0.15585744859030426,0.09974876709779473,20.01880241381614,10.2,14.163422573442531,11.4
1264,2022-10-30,Arsenal,Nott'm Forest,24.0,5.0,1.24,7.5,17.0,premier_league,2223,0.8075753737015455,0.13351912845198885,0.05890549784646567,12.575621074326488,9.2,8.286939212377861,14.4
1265,2022-10-30,Man United,West Ham,16.0,13.0,1.77,4.2,5.14,premier_league,2223,0.5663198652668693,0.23866337179103775,0.1950167629420931,18.658658525927468,11.4,16.750285374542113,12.0
1266,2022-11-05,Leeds,Bournemouth,18.0,9.0,1.77,4.12,5.1,premier_league,2223,0.5628505761905528,0.2418071650139025,0.1953422587955448,16.32733309742284,12.0,7.922849591760778,16.0
1267,2022-11-05,Man City,Fulham,16.0,4.0,1.16,11.0,23.0,premier_league,2223,0.8651347284913145,0.09123238954999316,0.04363288195869238,20.029113674519362,9.6,16.47186563554267,12.4
1268,2022-11-05,Nott'm Forest,Brentford,15.0,6.0,2.86,3.54,2.72,premier_league,2223,0.349726140837704,0.2825471081344162,0.36772675102787983,7.874062544888455,15.8,10.141978481005886,16.8
1269,2022-11-05,Wolves,Brighton,8.0,19.0,3.55,3.54,2.34,premier_league,2223,0.28409745658078855,0.2848999917688699,0.4310025516503416,12.436004708785784,12.2,17.12930444433275,8.6
1270,2022-11-05,Everton,Leicester,12.0,22.0,2.5,3.5,3.15,premier_league,2223,0.3987341772151899,0.28481012658227844,0.3164556962025316,6.037533585545569,16.4,8.064700953925133,13.6
1271,2022-11-06,Chelsea,Arsenal,5.0,14.0,2.72,3.54,2.85,premier_league,2223,0.36727606316755124,0.2822008168971015,0.3505231199353471,13.601771144077555,13.2,14.275375096185789,9.2
1272,2022-11-06,Aston Villa,Man United,6.0,8.0,3.61,3.68,2.24,premier_league,2223,0.27835107245123997,0.2730563509643957,0.44859257658436436,13.223652981525245,12.8,16.579811549398393,9.6
1273,2022-11-06,Southampton,Newcastle,16.0,7.0,4.2,3.84,1.96,premier_league,2223,0.23603793466807163,0.2581664910432034,0.505795574288725,12.17925900741,17.0,13.236703496015043,8.4
1274,2022-11-06,West Ham,Crystal Palace,5.0,15.0,1.98,3.66,4.35,premier_league,2223,0.5009628454916176,0.2710126869053013,0.22802446760308115,16.572085312636183,12.2,9.216862501578724,11.4
1275,2022-11-06,Tottenham,Liverpool,14.0,13.0,3.48,3.8,2.25,premier_league,2223,0.2888123226591001,0.2644912849614917,0.4466963923794082,16.9288135252182,13.0,20.43578563046135,11.8
1276,2022-11-12,Man City,Brentford,29.0,10.0,1.16,9.6,24.0,premier_league,2223,0.8553100498930862,0.10334996436208124,0.0413399857448325,19.340183074833128,8.0,9.98957738115287,16.6
1277,2022-11-12,Bournemouth,Everton,16.0,15.0,2.94,3.35,2.69,premier_league,2223,0.33663813874952836,0.29543765012645173,0.3679242111240199,8.308593185188354,17.8,6.489244026174054,18.4
1278,2022-11-12,Liverpool,Southampton,15.0,9.0,1.28,7.0,12.0,premier_league,2223,0.775480059084195,0.14180206794682423,0.08271787296898081,20.120922964315575,12.4,14.243574562961317,14.2
1279,2022-11-12,Nott'm Forest,Crystal Palace,9.0,8.0,3.27,3.42,2.5,premier_league,2223,0.30635937567184074,0.29292256094939156,0.4007180633787677,8.867392508194976,14.6,10.324750553129126,10.4
1280,2022-11-12,Tottenham,Leeds,14.0,12.0,1.68,4.49,5.55,premier_league,2223,0.5963500348196914,0.2231331978835371,0.1805167672967715,17.58993171705016,12.8,17.136501142378243,11.2
1281,2022-11-12,West Ham,Leicester,18.0,9.0,2.14,3.68,3.75,premier_league,2223,0.46464333573511296,0.27020020067204936,0.2651564635928378,14.936440421106344,13.6,10.120649130217979,14.0
1282,2022-11-12,Newcastle,Chelsea,10.0,5.0,2.42,3.6,3.24,premier_league,2223,0.4133707578463893,0.27787700944118393,0.3087522327124266,11.440983784322238,10.4,11.237972182530987,14.4
1283,2022-11-12,Wolves,Arsenal,11.0,14.0,6.5,4.44,1.59,premier_league,2223,0.15262482001790095,0.2234372365126928,0.6239379434694063,12.209106712309554,12.0,13.807316432066425,8.8
1284,2022-11-13,Brighton,Aston Villa,7.0,8.0,1.9,3.87,4.4,premier_league,2223,0.5200818545554503,0.255337344613787,0.22458080083076265,19.289417739727426,8.6,12.281932542263334,13.2
1285,2022-11-13,Fulham,Man United,14.0,14.0,4.11,4.05,1.95,premier_league,2223,0.24257083621285414,0.24616447823082238,0.5112646855563234,15.684727837052503,12.2,16.61585325475427,8.6
1286,2022-12-26,Brentford,Tottenham,9.0,16.0,4.05,3.9,2.04,premier_league,2223,0.2485240371099241,0.25808265392184426,0.49339330896823164,11.98126485328963,18.2,17.501519172494085,14.4
1287,2022-12-26,Crystal Palace,Fulham,4.0,23.0,2.12,3.68,3.7,premier_league,2223,0.46531973644640073,0.2680646307789048,0.26661563277469447,10.237016311587766,9.4,16.183965948953162,13.0
1288,2022-12-26,Everton,Wolves,12.0,7.0,2.45,3.44,3.35,premier_league,2223,0.40924022088460377,0.2914646921997905,0.29929508691560575,7.966013677683509,17.4,13.551354941049212,12.8
1289,2022-12-26,Leicester,Newcastle,8.0,12.0,3.36,3.68,2.28,premier_league,2223,0.2952702702702703,0.2695945945945946,0.4351351351351352,9.774327102792997,16.0,11.315145924118541,8.4
1290,2022-12-26,Southampton,Brighton,14.0,7.0,3.59,3.66,2.22,premier_league,2223,0.2779328462359413,0.2726171907068385,0.44944996305722024,14.113826225085827,12.2,16.190696804785404,8.8
1291,2022-12-26,Aston Villa,Liverpool,12.0,16.0,4.85,4.26,1.8,premier_league,2223,0.2069133004128552,0.23557030680806282,0.557516392779082,10.487640871992,13.0,18.150482496045367,11.0
1292,2022-12-26,Arsenal,West Ham,16.0,8.0,1.55,4.7,7.1,premier_league,2223,0.645954316686024,0.21302748741773134,0.14101819589624467,13.987527375246676,9.4,12.591966115891791,13.4
1293,2022-12-27,Chelsea,Bournemouth,15.0,9.0,1.36,5.8,11.0,premier_league,2223,0.73631243652479,0.1726525713230542,0.09103499215215585,10.749861877912224,12.8,8.521455478680483,17.0
1294,2022-12-27,Man United,Nott'm Forest,17.0,8.0,1.35,5.8,12.0,premier_league,2223,0.743351489907081,0.17302146747837233,0.08362704261454662,16.91388978841527,9.6,8.788760687322323,14.4
1295,2022-12-28,Leeds,Man City,9.0,26.0,10.5,6.22,1.33,premier_league,2223,0.09449259602776089,0.1595132248057057,0.7459941791665333,14.215654774825357,12.2,18.504969464992804,9.0
1296,2022-12-30,West Ham,Brentford,20.0,9.0,2.12,3.7,3.78,premier_league,2223,0.4686431931804474,0.26851988366014823,0.26283692315940443,12.877030760839805,12.2,11.520069847569577,18.6
