,date,home_team,away_team,home_shots,away_shots,odds_h,odds_d,odds_a,league,season,prob_h,prob_d,prob_a
163,2019-12-14,Leicester,Norwich,18.0,10.0,1.25,7.35,15.0,premier_league,1920,0.7978290366350067,0.13568521031207598,0.06648575305291722
164,2019-12-14,Sheffield United,Aston Villa,7.0,8.0,1.93,3.9,4.35,premier_league,1920,0.5158494868871152,0.2552793614595211,0.22887115165336377
165,2019-12-14,Southampton,West Ham,11.0,11.0,1.98,4.0,3.95,premier_league,1920,0.5009352905741734,0.24796296883421579,0.2511017405916109
166,2019-12-15,Man United,Everton,24.0,8.0,1.82,3.89,5.0,premier_league,1920,0.5458913606026417,0.25540418413799687,0.1987044552593616
167,2019-12-15,Wolves,Tottenham,18.0,9.0,3.35,3.6,2.35,premier_league,1920,0.2979660121510962,0.2772739279739368,0.42476005987496696
168,2019-12-15,Arsenal,Man City,6.0,14.0,6.5,5.7,1.49,premier_league,1920,0.153780690953864,0.17536394582458173,0.6708553632215544
169,2019-12-16,Crystal Palace,Brighton,11.0,15.0,2.65,3.34,3.0,premier_league,1920,0.3735878602587525,0.2964095298460162,0.33000260989523134
170,2019-12-21,Everton,Arsenal,9.0,6.0,2.4,3.88,3.0,premier_league,1920,0.41346973572037515,0.2557544757033248,0.3307757885763001
171,2019-12-21,Aston Villa,Southampton,19.0,17.0,2.5,3.74,3.0,premier_league,1920,0.3997149982187389,0.267189169932312,0.33309583184894903
172,2019-12-21,Bournemouth,Burnley,3.0,2.0,2.55,3.5,3.05,premier_league,1920,0.389918728883207,0.2840836453291936,0.3259976257875993
173,2019-12-21,Brighton,Sheffield United,9.0,7.0,2.32,3.35,3.7,premier_league,1920,0.43111543946297526,0.2985635282251052,0.27032103231191956
174,2019-12-21,Newcastle,Crystal Palace,8.0,16.0,2.53,3.27,3.4,premier_league,1920,0.397169302435243,0.3072900107526497,0.29554068681210727
175,2019-12-21,Norwich,Wolves,13.0,14.0,3.9,3.9,2.03,premier_league,1920,0.25502512562814067,0.25502512562814067,0.48994974874371855
176,2019-12-21,Man City,Leicester,23.0,5.0,1.4,5.8,8.25,premier_league,1920,0.7086789099526065,0.17106042654028436,0.120260663507109
177,2019-12-22,Watford,Man United,11.0,17.0,4.55,4.1,1.85,premier_league,1920,0.21885594748611414,0.24287672221019985,0.538267330303686
178,2019-12-22,Tottenham,Chelsea,5.0,13.0,2.45,3.79,3.05,premier_league,1920,0.408210470557076,0.26388275801183014,0.32790677143109387
179,2019-12-26,Tottenham,Brighton,11.0,11.0,1.59,4.6,6.11,premier_league,1920,0.6227110284945796,0.21524142071877864,0.16204755078664182
180,2019-12-26,Aston Villa,Norwich,11.0,16.0,2.2,3.9,3.45,premier_league,1920,0.4541772151898734,0.25620253164556966,0.289620253164557
181,2019-12-26,Bournemouth,Arsenal,12.0,17.0,3.65,4.0,2.08,premier_league,1920,0.2726796014682748,0.24882013633980077,0.47850026219192454
182,2019-12-26,Chelsea,Southampton,10.0,5.0,1.39,5.75,9.25,premier_league,1920,0.7183859530643255,0.17366199561033258,0.10795205132534189
